source_GEOID,isolation_score,isolation_rank,county_name
29161,3.0599940934033754,2231,"Phelps County, Missouri"
20151,3.0589926102265688,2232,"Pratt County, Kansas"
51077,3.0588452306377496,2233,"Grayson County, Virginia"
40005,3.058761582762629,2234,"Atoka County, Oklahoma"
28087,3.0585389463133716,2235,"Lowndes County, Mississippi"
48119,3.0580323182536437,2236,"Delta County, Texas"
47001,3.0576934107190774,2237,"Anderson County, Tennessee"
17143,3.0576873110626015,2238,"Peoria County, Illinois"
24045,3.057448553609481,2239,"Wicomico County, Maryland"
17163,3.05345885520963,2240,"St. Clair County, Illinois"
55023,3.0524089140044817,2241,"Crawford County, Wisconsin"
13119,3.052354479495935,2242,"Franklin County, Georgia"
46037,3.0520054253331357,2243,"Day County, South Dakota"
29057,3.048158548912952,2244,"Dade County, Missouri"
17079,3.0469132410282658,2245,"Jasper County, Illinois"
42041,3.0468527145860596,2246,"Cumberland County, Pennsylvania"
29113,3.0464577996909536,2247,"Lincoln County, Missouri"
40061,3.046285581109481,2248,"Haskell County, Oklahoma"
20079,3.0454618202762216,2249,"Harvey County, Kansas"
21061,3.0446898484394356,2250,"Edmonson County, Kentucky"
09150,3.0446892775267704,2251,"Northeastern Connecticut Planning Region, Connecticut"
47005,3.044292184524473,2252,"Benton County, Tennessee"
22073,3.044261256874206,2253,"Ouachita Parish, Louisiana"
29039,3.043083034530673,2254,"Cedar County, Missouri"
21171,3.0414751683509653,2255,"Monroe County, Kentucky"
18133,3.0409803364211156,2256,"Putnam County, Indiana"
18023,3.040442188041365,2257,"Clinton County, Indiana"
09180,3.0389102512380557,2258,"Southeastern Connecticut Planning Region, Connecticut"
21099,3.0386726684427354,2259,"Hart County, Kentucky"
27021,3.038457583807787,2260,"Cass County, Minnesota"
36077,3.0368696975672647,2261,"Otsego County, New York"
19033,3.0367363958094713,2262,"Cerro Gordo County, Iowa"
01039,3.0355927521908357,2263,"Covington County, Alabama"
18047,3.0344551031682045,2264,"Franklin County, Indiana"
31081,3.0343206784391854,2265,"Hamilton County, Nebraska"
47049,3.0331561245085243,2266,"Fentress County, Tennessee"
46087,3.032962693845298,2267,"McCook County, South Dakota"
25027,3.0320204573345824,2268,"Worcester County, Massachusetts"
28139,3.0319425924796786,2269,"Tippah County, Mississippi"
54081,3.031895171900852,2270,"Raleigh County, West Virginia"
17047,3.031886536193685,2271,"Edwards County, Illinois"
01019,3.0305576460943997,2272,"Cherokee County, Alabama"
20043,3.028692264381607,2273,"Doniphan County, Kansas"
27159,3.0284729853214785,2274,"Wadena County, Minnesota"
20029,3.028398849641758,2275,"Cloud County, Kansas"
40123,3.0279338368123425,2276,"Pontotoc County, Oklahoma"
17045,3.027896569616329,2277,"Edgar County, Illinois"
20113,3.027172359656718,2278,"McPherson County, Kansas"
18079,3.0263866370849843,2279,"Jennings County, Indiana"
29101,3.0256378814040166,2280,"Johnson County, Missouri"
27135,3.0251807252401672,2281,"Roseau County, Minnesota"
01017,3.0250206809420437,2282,"Chambers County, Alabama"
20009,3.024960259433661,2283,"Barton County, Kansas"
31119,3.0242651095270343,2284,"Madison County, Nebraska"
47077,3.0218373887790846,2285,"Henderson County, Tennessee"
31147,3.02094149669936,2286,"Richardson County, Nebraska"
27167,3.019989523620372,2287,"Wilkin County, Minnesota"
37001,3.0197612387536625,2288,"Alamance County, North Carolina"
24001,3.0195404263228216,2289,"Allegany County, Maryland"
37107,3.019101384816346,2290,"Lenoir County, North Carolina"
42099,3.018914175193303,2291,"Perry County, Pennsylvania"
05023,3.0181727796480384,2292,"Cleburne County, Arkansas"
28145,3.0177894483307517,2293,"Union County, Mississippi"
29117,3.016754489431131,2294,"Livingston County, Missouri"
39145,3.01589650607697,2295,"Scioto County, Ohio"
01049,3.0158700592948664,2296,"DeKalb County, Alabama"
05033,3.015761516015265,2297,"Crawford County, Arkansas"
29033,3.014478112426275,2298,"Carroll County, Missouri"
25013,3.013566177139276,2299,"Hampden County, Massachusetts"
28117,3.0128582241033803,2300,"Prentiss County, Mississippi"
01079,3.0119022316507107,2301,"Lawrence County, Alabama"
31177,3.0106095483922917,2302,"Washington County, Nebraska"
39169,3.0098237082970414,2303,"Wayne County, Ohio"
47145,3.0095988389269253,2304,"Roane County, Tennessee"
26113,3.0091139957985202,2305,"Missaukee County, Michigan"
29167,3.0069097926831136,2306,"Polk County, Missouri"
31121,3.0064430391721664,2307,"Merrick County, Nebraska"
21041,3.006315083125202,2308,"Carroll County, Kentucky"
55131,3.0054577587215765,2309,"Washington County, Wisconsin"
36093,3.003250049656817,2310,"Schenectady County, New York"
18151,3.0020668016503405,2311,"Steuben County, Indiana"
21163,2.9996677487025125,2312,"Meade County, Kentucky"
39001,2.9994647169822257,2313,"Adams County, Ohio"
13225,2.9974066462917985,2314,"Peach County, Georgia"
42105,2.997267688651432,2315,"Potter County, Pennsylvania"
01095,2.996563022030245,2316,"Marshall County, Alabama"
46135,2.995776562760658,2317,"Yankton County, South Dakota"
21123,2.9951120760430134,2318,"Larue County, Kentucky"
26081,2.995079962174504,2319,"Kent County, Michigan"
21069,2.994400496978647,2320,"Fleming County, Kentucky"
51143,2.9941523554442417,2321,"Pittsylvania County, Virginia"
20127,2.993237975325487,2322,"Morris County, Kansas"
31023,2.9924726544253453,2323,"Butler County, Nebraska"
17033,2.992128387363694,2324,"Crawford County, Illinois"
40101,2.9914651695474923,2325,"Muskogee County, Oklahoma"
21145,2.989101845097909,2326,"McCracken County, Kentucky"
47081,2.9872310963775606,2327,"Hickman County, Tennessee"
39117,2.987135225362719,2328,"Morrow County, Ohio"
37049,2.986331759755216,2329,"Craven County, North Carolina"
21029,2.986086512538518,2330,"Bullitt County, Kentucky"
48423,2.984891337477234,2331,"Smith County, Texas"
33007,2.9829258546584976,2332,"Coos County, New Hampshire"
23011,2.982873811561871,2333,"Kennebec County, Maine"
47105,2.9825224712163885,2334,"Loudon County, Tennessee"
19125,2.980482117623834,2335,"Marion County, Iowa"
31107,2.9803375642709375,2336,"Knox County, Nebraska"
21149,2.9801666216138853,2337,"McLean County, Kentucky"
01045,2.9801108572769808,2338,"Dale County, Alabama"
29047,2.9793418294108216,2339,"Clay County, Missouri"
47119,2.9790880152574513,2340,"Maury County, Tennessee"
46067,2.9788601349118795,2341,"Hutchinson County, South Dakota"
01021,2.978458871048907,2342,"Chilton County, Alabama"
40113,2.9783789641041656,2343,"Osage County, Oklahoma"
13155,2.9778777485072254,2344,"Irwin County, Georgia"
18017,2.9777302684191143,2345,"Cass County, Indiana"
29163,2.976825652179421,2346,"Pike County, Missouri"
45003,2.976624583613635,2347,"Aiken County, South Carolina"
19017,2.9759858053898927,2348,"Bremer County, Iowa"
18127,2.975795836427455,2349,"Porter County, Indiana"
40027,2.975648355332836,2350,"Cleveland County, Oklahoma"
55129,2.9754395899460486,2351,"Washburn County, Wisconsin"
19005,2.9737367227570077,2352,"Allamakee County, Iowa"
23019,2.973231234907288,2353,"Penobscot County, Maine"
17025,2.973113641478436,2354,"Clay County, Illinois"
19029,2.972103363931878,2355,"Cass County, Iowa"
47003,2.9702685357523246,2356,"Bedford County, Tennessee"
19185,2.970182856691681,2357,"Wayne County, Iowa"
13105,2.9684431180415674,2358,"Elbert County, Georgia"
48097,2.967334270086864,2359,"Cooke County, Texas"
31027,2.966865198562543,2360,"Cedar County, Nebraska"
40143,2.9667325147620782,2361,"Tulsa County, Oklahoma"
48213,2.96583709712231,2362,"Henderson County, Texas"
18041,2.9651721633278445,2363,"Fayette County, Indiana"
01051,2.9650482142331613,2364,"Elmore County, Alabama"
17171,2.9646407934498034,2365,"Scott County, Illinois"
40111,2.9646354085317603,2366,"Okmulgee County, Oklahoma"
48485,2.9640351724312515,2367,"Wichita County, Texas"
39083,2.9636802338387986,2368,"Knox County, Ohio"
21035,2.9628744373775704,2369,"Calloway County, Kentucky"
20103,2.962732182973402,2370,"Leavenworth County, Kansas"
18141,2.962236167707289,2371,"St. Joseph County, Indiana"
29135,2.960901146915411,2372,"Moniteau County, Missouri"
21115,2.9599300582276453,2373,"Johnson County, Kentucky"
55067,2.9585080407273265,2374,"Langlade County, Wisconsin"
21191,2.9579939593601097,2375,"Pendleton County, Kentucky"
29065,2.9575625156737657,2376,"Dent County, Missouri"
27145,2.9574358861226173,2377,"Stearns County, Minnesota"
29083,2.9573263169866886,2378,"Henry County, Missouri"
01097,2.9563998175182973,2379,"Mobile County, Alabama"
40115,2.956043851245084,2380,"Ottawa County, Oklahoma"
13277,2.9548293994603467,2381,"Tift County, Georgia"
37105,2.953745013995751,2382,"Lee County, North Carolina"
42095,2.9529346648083634,2383,"Northampton County, Pennsylvania"
29217,2.952208592410362,2384,"Vernon County, Missouri"
21037,2.9517072031502596,2385,"Campbell County, Kentucky"
31093,2.949869678937931,2386,"Howard County, Nebraska"
05055,2.949573543773236,2387,"Greene County, Arkansas"
17165,2.949497741813042,2388,"Saline County, Illinois"
54097,2.9479077277744086,2389,"Upshur County, West Virginia"
17041,2.9478819199903823,2390,"Douglas County, Illinois"
27115,2.944526340520647,2391,"Pine County, Minnesota"
01121,2.9444838313786303,2392,"Talladega County, Alabama"
17083,2.943975181292381,2393,"Jersey County, Illinois"
37141,2.942904823804623,2394,"Pender County, North Carolina"
55099,2.942839325872311,2395,"Price County, Wisconsin"
29183,2.9425817485394474,2396,"St. Charles County, Missouri"
28073,2.9417985051564584,2397,"Lamar County, Mississippi"
31109,2.9417659343913942,2398,"Lancaster County, Nebraska"
39057,2.941577877569666,2399,"Greene County, Ohio"
05111,2.940775843310941,2400,"Poinsett County, Arkansas"
24043,2.9405513338334814,2401,"Washington County, Maryland"
27057,2.9401369217003723,2402,"Hubbard County, Minnesota"
27025,2.9398292377998194,2403,"Chisago County, Minnesota"
48217,2.938928380005818,2404,"Hill County, Texas"
23025,2.9373286252398567,2405,"Somerset County, Maine"
21015,2.9371280120230914,2406,"Boone County, Kentucky"
48401,2.9369949500820782,2407,"Rusk County, Texas"
42043,2.9369557107448023,2408,"Dauphin County, Pennsylvania"
36025,2.9368875897632414,2409,"Delaware County, New York"
01009,2.933501635169567,2410,"Blount County, Alabama"
26145,2.931979330941301,2411,"Saginaw County, Michigan"
26077,2.931561171182437,2412,"Kalamazoo County, Michigan"
20197,2.928893421351745,2413,"Wabaunsee County, Kansas"
20001,2.9277192195376665,2414,"Allen County, Kansas"
27153,2.9272916261474204,2415,"Todd County, Minnesota"
20117,2.9259759949599538,2416,"Marshall County, Kansas"
05031,2.925304463725786,2417,"Craighead County, Arkansas"
36069,2.9246222826827593,2418,"Ontario County, New York"
54035,2.923511037652554,2419,"Jackson County, West Virginia"
36029,2.9228012950313325,2420,"Erie County, New York"
17189,2.9220405333099504,2421,"Washington County, Illinois"
55063,2.9219569547933033,2422,"La Crosse County, Wisconsin"
55069,2.921738534711421,2423,"Lincoln County, Wisconsin"
37077,2.920647292525958,2424,"Granville County, North Carolina"
31167,2.9195945179628096,2425,"Stanton County, Nebraska"
28127,2.9179547966707036,2426,"Simpson County, Mississippi"
20031,2.9172534669162187,2427,"Coffey County, Kansas"
40047,2.917079350254164,2428,"Garfield County, Oklahoma"
20131,2.9169800288849683,2429,"Nemaha County, Kansas"
26115,2.9167238220032248,2430,"Monroe County, Michigan"
47021,2.916571582226127,2431,"Cheatham County, Tennessee"
01115,2.9165516552998003,2432,"St. Clair County, Alabama"
20099,2.9161758268959415,2433,"Labette County, Kansas"
42075,2.915096321006433,2434,"Lebanon County, Pennsylvania"
05131,2.9148352033196794,2435,"Sebastian County, Arkansas"
18149,2.9146163614179925,2436,"Starke County, Indiana"
54039,2.9119958627000653,2437,"Kanawha County, West Virginia"
47089,2.910574692805167,2438,"Jefferson County, Tennessee"
31139,2.910329033178124,2439,"Pierce County, Nebraska"
44003,2.90994617432644,2440,"Kent County, Rhode Island"
21125,2.908234006314143,2441,"Laurel County, Kentucky"
36095,2.905073108669069,2442,"Schoharie County, New York"
13185,2.9033246023995796,2443,"Lowndes County, Georgia"
42001,2.9030557086801685,2444,"Adams County, Pennsylvania"
18077,2.90171299179877,2445,"Jefferson County, Indiana"
37191,2.901068847301733,2446,"Wayne County, North Carolina"
01067,2.900746805050968,2447,"Henry County, Alabama"
28081,2.8994011665326047,2448,"Lee County, Mississippi"
19071,2.8990071244760895,2449,"Fremont County, Iowa"
21223,2.89876677589296,2450,"Trimble County, Kentucky"
46039,2.896276025245043,2451,"Deuel County, South Dakota"
42025,2.896209795162365,2452,"Carbon County, Pennsylvania"
54099,2.8956006209972815,2453,"Wayne County, West Virginia"
26087,2.8952848955447514,2454,"Lapeer County, Michigan"
21049,2.895079076805533,2455,"Clark County, Kentucky"
45085,2.8944137629246702,2456,"Sumter County, South Carolina"
46013,2.893224825204459,2457,"Brown County, South Dakota"
28095,2.8920386325398355,2458,"Monroe County, Mississippi"
37111,2.8914565846912956,2459,"McDowell County, North Carolina"
17157,2.8901776488027604,2460,"Randolph County, Illinois"
54079,2.8900024615871542,2461,"Putnam County, West Virginia"
54041,2.8890910315039964,2462,"Lewis County, West Virginia"
42019,2.888548254363087,2463,"Butler County, Pennsylvania"
55075,2.887644870518444,2464,"Marinette County, Wisconsin"
47189,2.887275842038319,2465,"Wilson County, Tennessee"
27039,2.887049504148278,2466,"Dodge County, Minnesota"
18059,2.88526270948237,2467,"Hancock County, Indiana"
55015,2.8848030685653288,2468,"Calumet County, Wisconsin"
19093,2.8839530410526097,2469,"Ida County, Iowa"
19009,2.8837489305204653,2470,"Audubon County, Iowa"
21091,2.8833677146337577,2471,"Hancock County, Kentucky"
38015,2.883300531133092,2472,"Burleigh County, North Dakota"
48067,2.882890673215672,2473,"Cass County, Texas"
47109,2.8828086824423385,2474,"McNairy County, Tennessee"
20085,2.882611029254071,2475,"Jackson County, Kansas"
20115,2.8823386136574722,2476,"Marion County, Kansas"
18131,2.88141977623543,2477,"Pulaski County, Indiana"
55119,2.8808518230590043,2478,"Taylor County, Wisconsin"
17201,2.8801476264633443,2479,"Winnebago County, Illinois"
42059,2.8799503826657595,2480,"Greene County, Pennsylvania"
17035,2.878468703722287,2481,"Cumberland County, Illinois"
18147,2.8777041835607773,2482,"Spencer County, Indiana"
36015,2.8758699039234608,2483,"Chemung County, New York"
05145,2.8754026274140436,2484,"White County, Arkansas"
29021,2.8753784155428073,2485,"Buchanan County, Missouri"
29173,2.8750975996588783,2486,"Ralls County, Missouri"
40079,2.8750454881829692,2487,"Le Flore County, Oklahoma"
18171,2.873426486856926,2488,"Warren County, Indiana"
20139,2.8733178531005956,2489,"Osage County, Kansas"
42127,2.870929296851085,2490,"Wayne County, Pennsylvania"
38099,2.8709155276614258,2491,"Walsh County, North Dakota"
26049,2.87085431572106,2492,"Genesee County, Michigan"
45073,2.870045141540786,2493,"Oconee County, South Carolina"
42131,2.8696232044310266,2494,"Wyoming County, Pennsylvania"
37127,2.8693245519985378,2495,"Nash County, North Carolina"
21227,2.868032071778695,2496,"Warren County, Kentucky"
26079,2.8678788398582156,2497,"Kalkaska County, Michigan"
45037,2.867818347655031,2498,"Edgefield County, South Carolina"
01061,2.8666317746502226,2499,"Geneva County, Alabama"
20053,2.8647707748295623,2500,"Ellsworth County, Kansas"
36067,2.863792270318641,2501,"Onondaga County, New York"
19181,2.862608889713453,2502,"Warren County, Iowa"
47147,2.8623372186176796,2503,"Robertson County, Tennessee"
48469,2.8612744568586224,2504,"Victoria County, Texas"
29073,2.8608447926961507,2505,"Gasconade County, Missouri"
05115,2.860026562334373,2506,"Pope County, Arkansas"
36049,2.8600087121466866,2507,"Lewis County, New York"
19197,2.8600040389483166,2508,"Wright County, Iowa"
36011,2.8593736589923338,2509,"Cayuga County, New York"
01123,2.858178421874043,2510,"Tallapoosa County, Alabama"
13275,2.8581257396423596,2511,"Thomas County, Georgia"
39067,2.857724288218729,2512,"Harrison County, Ohio"
45041,2.8572886463808147,2513,"Florence County, South Carolina"
29213,2.856930217243364,2514,"Taney County, Missouri"
17139,2.85604712468915,2515,"Moultrie County, Illinois"
29175,2.8541965680731356,2516,"Randolph County, Missouri"
48183,2.8538061186105126,2517,"Gregg County, Texas"
54057,2.853786902033646,2518,"Mineral County, West Virginia"
01031,2.8535166169635433,2519,"Coffee County, Alabama"
21113,2.853329892419351,2520,"Jessamine County, Kentucky"
05125,2.8531580269022436,2521,"Saline County, Arkansas"
47165,2.852982419069352,2522,"Sumner County, Tennessee"
42129,2.8528775726032802,2523,"Westmoreland County, Pennsylvania"
55053,2.8521515904503176,2524,"Jackson County, Wisconsin"
27017,2.8514833799064965,2525,"Carlton County, Minnesota"
47009,2.8509886194169374,2526,"Blount County, Tennessee"
39065,2.8504998628685247,2527,"Hardin County, Ohio"
37193,2.8502836496753687,2528,"Wilkes County, North Carolina"
40103,2.849123472927122,2529,"Noble County, Oklahoma"
27035,2.8484978903686984,2530,"Crow Wing County, Minnesota"
39113,2.8476592022340474,2531,"Montgomery County, Ohio"
26147,2.846805449418834,2532,"St. Clair County, Michigan"
29053,2.8466916968806197,2533,"Cooper County, Missouri"
38077,2.8463073630587563,2534,"Richland County, North Dakota"
13019,2.84535397267692,2535,"Berrien County, Georgia"
17049,2.844001591907115,2536,"Effingham County, Illinois"
27083,2.8435980394885534,2537,"Lyon County, Minnesota"
40117,2.8428859057744305,2538,"Pawnee County, Oklahoma"
39087,2.8424479555263953,2539,"Lawrence County, Ohio"
21233,2.8409881658393434,2540,"Webster County, Kentucky"
27147,2.840827856563947,2541,"Steele County, Minnesota"
13143,2.840191763469923,2542,"Haralson County, Georgia"
29031,2.8395600882581284,2543,"Cape Girardeau County, Missouri"
27095,2.839513050279783,2544,"Mille Lacs County, Minnesota"
19195,2.8394144576139775,2545,"Worth County, Iowa"
47133,2.8389218145902686,2546,"Overton County, Tennessee"
19013,2.838661553584914,2547,"Black Hawk County, Iowa"
55107,2.838561306479052,2548,"Rusk County, Wisconsin"
05047,2.8367171237919537,2549,"Franklin County, Arkansas"
21021,2.8359983680843186,2550,"Boyle County, Kentucky"
31041,2.8345700428222402,2551,"Custer County, Nebraska"
18071,2.833561007340722,2552,"Jackson County, Indiana"
51171,2.833512397855556,2553,"Shenandoah County, Virginia"
21079,2.8327089537160246,2554,"Garrard County, Kentucky"
29186,2.8320472155994074,2555,"Ste. Genevieve County, Missouri"
13229,2.830704417798257,2556,"Pierce County, Georgia"
27073,2.8303688938650424,2557,"Lac qui Parle County, Minnesota"
45071,2.82966943945962,2558,"Newberry County, South Carolina"
20095,2.829567199076403,2559,"Kingman County, Kansas"
29123,2.82944784730016,2560,"Madison County, Missouri"
19189,2.8286693184609395,2561,"Winnebago County, Iowa"
54029,2.8279259528354896,2562,"Hancock County, West Virginia"
17023,2.8277050824484897,2563,"Clark County, Illinois"
48223,2.8271166640346124,2564,"Hopkins County, Texas"
29115,2.8263818187256775,2565,"Linn County, Missouri"
05083,2.825962771767277,2566,"Logan County, Arkansas"
47141,2.8257838213773825,2567,"Putnam County, Tennessee"
37109,2.824951620414632,2568,"Lincoln County, North Carolina"
13131,2.8248851745897694,2569,"Grady County, Georgia"
20143,2.824457054341832,2570,"Ottawa County, Kansas"
19031,2.824301283420639,2571,"Cedar County, Iowa"
55009,2.824147738843626,2572,"Brown County, Wisconsin"
39163,2.8240624428598333,2573,"Vinton County, Ohio"
17161,2.822426038616206,2574,"Rock Island County, Illinois"
19087,2.8223879277636588,2575,"Henry County, Iowa"
01043,2.821227688631843,2576,"Cullman County, Alabama"
19159,2.820376914732881,2577,"Ringgold County, Iowa"
46125,2.8201450768325302,2578,"Turner County, South Dakota"
17183,2.8200466239244157,2579,"Vermilion County, Illinois"
26067,2.8200233035572455,2580,"Ionia County, Michigan"
05051,2.819679354982321,2581,"Garland County, Arkansas"
37059,2.817636308937432,2582,"Davie County, North Carolina"
42011,2.8161438642413366,2583,"Berks County, Pennsylvania"
21117,2.8160984744027697,2584,"Kenton County, Kentucky"
20173,2.8156045758727792,2585,"Sedgwick County, Kansas"
18109,2.8149321504373224,2586,"Morgan County, Indiana"
19179,2.8148111601580603,2587,"Wapello County, Iowa"
36057,2.813482571145697,2588,"Montgomery County, New York"
27119,2.812864967024463,2589,"Polk County, Minnesota"
21155,2.812501647480077,2590,"Marion County, Kentucky"
40145,2.8116074417557484,2591,"Wagoner County, Oklahoma"
55083,2.8111091741831995,2592,"Oconto County, Wisconsin"
36115,2.810105890124145,2593,"Washington County, New York"
55035,2.8088789099678357,2594,"Eau Claire County, Wisconsin"
13129,2.807985101878023,2595,"Gordon County, Georgia"
21073,2.807305733954537,2596,"Franklin County, Kentucky"
48203,2.80641841405834,2597,"Harrison County, Texas"
21213,2.8063731671044327,2598,"Simpson County, Kentucky"
01111,2.8062280850728794,2599,"Randolph County, Alabama"
19161,2.805705250260299,2600,"Sac County, Iowa"
39097,2.8053895908637725,2601,"Madison County, Ohio"
22105,2.804998744791832,2602,"Tangipahoa Parish, Louisiana"
47071,2.804700934680399,2603,"Hardin County, Tennessee"
37097,2.8040136727768115,2604,"Iredell County, North Carolina"
47093,2.8037047026931208,2605,"Knox County, Tennessee"
45055,2.803181084990302,2606,"Kershaw County, South Carolina"
29013,2.802810750465351,2607,"Bates County, Missouri"
29007,2.8003964605761205,2608,"Audrain County, Missouri"
19133,2.799892062704374,2609,"Monona County, Iowa"
38073,2.799455981381961,2610,"Ransom County, North Dakota"
37169,2.7992500796635453,2611,"Stokes County, North Carolina"
29207,2.799144276476909,2612,"Stoddard County, Missouri"
31025,2.798466782015185,2613,"Cass County, Nebraska"
26117,2.797607140183296,2614,"Montcalm County, Michigan"
42009,2.7967218958460722,2615,"Bedford County, Pennsylvania"
45001,2.796438996461319,2616,"Abbeville County, South Carolina"
26133,2.7960508461687614,2617,"Osceola County, Michigan"
39079,2.7945429039260405,2618,"Jackson County, Ohio"
17155,2.792643251370822,2619,"Putnam County, Illinois"
21097,2.788165455515874,2620,"Harrison County, Kentucky"
19145,2.7869700433148634,2621,"Page County, Iowa"
21199,2.7864641946679263,2622,"Pulaski County, Kentucky"
20011,2.7862259207306623,2623,"Bourbon County, Kansas"
51035,2.785937274055526,2624,"Carroll County, Virginia"
39099,2.785557236890246,2625,"Mahoning County, Ohio"
37197,2.78470357693767,2626,"Yadkin County, North Carolina"
47117,2.7829000263183494,2627,"Marshall County, Tennessee"
40051,2.7821640887137957,2628,"Grady County, Oklahoma"
47013,2.781632934393651,2629,"Campbell County, Tennessee"
40013,2.78114676507122,2630,"Bryan County, Oklahoma"
27121,2.7806382490555155,2631,"Pope County, Minnesota"
47055,2.7806087787325557,2632,"Giles County, Tennessee"
39133,2.7800333800296926,2633,"Portage County, Ohio"
42007,2.77985956951347,2634,"Beaver County, Pennsylvania"
29215,2.7793825957435376,2635,"Texas County, Missouri"
54049,2.7783765121391037,2636,"Marion County, West Virginia"
05045,2.7774240771597585,2637,"Faulkner County, Arkansas"
47079,2.776836944891389,2638,"Henry County, Tennessee"
05085,2.7768271660578376,2639,"Lonoke County, Arkansas"
26057,2.7750003983928058,2640,"Gratiot County, Michigan"
20133,2.7748235664120444,2641,"Neosho County, Kansas"
29091,2.7745371933143144,2642,"Howell County, Missouri"
54055,2.7738356163626117,2643,"Mercer County, West Virginia"
48459,2.773806464536212,2644,"Upshur County, Texas"
21083,2.7737154436987503,2645,"Graves County, Kentucky"
18075,2.773352716440972,2646,"Jay County, Indiana"
37067,2.7731479336019795,2647,"Forsyth County, North Carolina"
50019,2.7729902618534603,2648,"Orleans County, Vermont"
21151,2.7722445499412753,2649,"Madison County, Kentucky"
17091,2.7708684161048396,2650,"Kankakee County, Illinois"
21209,2.7698532498346538,2651,"Scott County, Kentucky"
31131,2.768281582007237,2652,"Otoe County, Nebraska"
27151,2.768070860730615,2653,"Swift County, Minnesota"
26059,2.7671895580349757,2654,"Hillsdale County, Michigan"
19111,2.7666367625629142,2655,"Lee County, Iowa"
42063,2.7662015046864545,2656,"Indiana County, Pennsylvania"
45047,2.7654152380860344,2657,"Greenwood County, South Carolina"
17125,2.765206345400195,2658,"Mason County, Illinois"
42055,2.761752196257093,2659,"Franklin County, Pennsylvania"
20121,2.7612055777343305,2660,"Miami County, Kansas"
39073,2.7601899052492413,2661,"Hocking County, Ohio"
36051,2.7599268103151777,2662,"Livingston County, New York"
47057,2.7582570936308315,2663,"Grainger County, Tennessee"
21239,2.758115794073357,2664,"Woodford County, Kentucky"
21177,2.7576092772536036,2665,"Muhlenberg County, Kentucky"
19063,2.7573058640084023,2666,"Emmet County, Iowa"
01127,2.7571775651872414,2667,"Walker County, Alabama"
13257,2.7567894514215316,2668,"Stephens County, Georgia"
40135,2.7564992196936866,2669,"Sequoyah County, Oklahoma"
21043,2.756498057861883,2670,"Carter County, Kentucky"
19113,2.756079812446529,2671,"Linn County, Iowa"
47159,2.7556657579991213,2672,"Smith County, Tennessee"
40147,2.755513834045735,2673,"Washington County, Oklahoma"
27005,2.755503456548073,2674,"Becker County, Minnesota"
29043,2.753697384982063,2675,"Christian County, Missouri"
39019,2.7528975880115194,2676,"Carroll County, Ohio"
55043,2.7528333925074158,2677,"Grant County, Wisconsin"
19141,2.7523420955763584,2678,"O'Brien County, Iowa"
27099,2.7519991265722985,2679,"Mower County, Minnesota"
40131,2.749130718437254,2680,"Rogers County, Oklahoma"
18165,2.748114405938546,2681,"Vermillion County, Indiana"
31155,2.7474506112270123,2682,"Saunders County, Nebraska"
29025,2.7469682724375075,2683,"Caldwell County, Missouri"
13295,2.7463753312158135,2684,"Walker County, Georgia"
27011,2.7461593123487766,2685,"Big Stone County, Minnesota"
47011,2.7461262032467917,2686,"Bradley County, Tennessee"
17055,2.7449417577497677,2687,"Franklin County, Illinois"
39011,2.743000095739615,2688,"Auglaize County, Ohio"
42065,2.742886719537673,2689,"Jefferson County, Pennsylvania"
42085,2.742501146546576,2690,"Mercer County, Pennsylvania"
40125,2.7422184990208227,2691,"Pottawatomie County, Oklahoma"
36065,2.741269938084588,2692,"Oneida County, New York"
47131,2.740722896790069,2693,"Obion County, Tennessee"
21019,2.740642042945001,2694,"Boyd County, Kentucky"
20177,2.74012175577141,2695,"Shawnee County, Kansas"
19107,2.739895775996584,2696,"Keokuk County, Iowa"
13015,2.739568393377572,2697,"Bartow County, Georgia"
05091,2.739410620043071,2698,"Miller County, Arkansas"
12023,2.73911087025889,2699,"Columbia County, Florida"
37161,2.7387086675776495,2700,"Rutherford County, North Carolina"
21173,2.738048902635037,2701,"Montgomery County, Kentucky"
26111,2.7377870743975774,2702,"Midland County, Michigan"
01069,2.7367716278194214,2703,"Houston County, Alabama"
19091,2.7366056184019953,2704,"Humboldt County, Iowa"
47063,2.7359148572163248,2705,"Hamblen County, Tennessee"
18029,2.7355266315408486,2706,"Dearborn County, Indiana"
27111,2.7340450919962787,2707,"Otter Tail County, Minnesota"
20125,2.7324370283642434,2708,"Montgomery County, Kansas"
17115,2.7322609083060545,2709,"Macon County, Illinois"
42125,2.7319626246225583,2710,"Washington County, Pennsylvania"
55077,2.731798197289134,2711,"Marquette County, Wisconsin"
05029,2.7315962271802308,2712,"Conway County, Arkansas"
27067,2.731366348941315,2713,"Kandiyohi County, Minnesota"
29105,2.7307987016042037,2714,"Laclede County, Missouri"
47043,2.7302830891998857,2715,"Dickson County, Tennessee"
19057,2.7295675047683394,2716,"Des Moines County, Iowa"
23001,2.7295582511339345,2717,"Androscoggin County, Maine"
18163,2.728472711046456,2718,"Vanderburgh County, Indiana"
21217,2.727758394485878,2719,"Taylor County, Kentucky"
26157,2.7277418444512964,2720,"Tuscola County, Michigan"
21229,2.7267478029543364,2721,"Washington County, Kentucky"
42035,2.726557311652728,2722,"Clinton County, Pennsylvania"
13047,2.7243949774276497,2723,"Catoosa County, Georgia"
47073,2.723016194767597,2724,"Hawkins County, Tennessee"
